Serial Number:20799874 --

"Date Time, GMT -0400","Temp, (*F)","Button Down","Button Up","Host Connect","EOF"
2021-04-26 14:55:04,58.02, , , , 
2021-04-26 15:10:04,58.02, , , , 
2021-04-26 15:25:04,58.25, , , , 
2021-04-26 15:40:04,58.33, , , , 
2021-04-26 15:55:04,58.33, , , , 
2021-04-26 16:10:04,58.40, , , , 
2021-04-26 16:25:04,58.48, , , , 
2021-04-26 16:40:04,58.25, , , , 
2021-04-26 16:55:04,58.10, , , , 
2021-04-26 17:10:04,57.94, , , , 
2021-04-26 17:25:04,57.63, , , , 
2021-04-26 17:40:04,57.48, , , , 
2021-04-26 17:55:04,57.25, , , , 
2021-04-26 18:10:04,57.01, , , , 
2021-04-26 18:25:04,56.78, , , , 
2021-04-26 18:40:04,56.71, , , , 
2021-04-26 18:55:04,56.47, , , , 
2021-04-26 19:10:04,56.32, , , , 
2021-04-26 19:25:04,56.01, , , , 
2021-04-26 19:40:04,55.78, , , , 
2021-04-26 19:55:04,55.62, , , , 
2021-04-26 20:10:04,55.47, , , , 
2021-04-26 20:25:04,55.24, , , , 
2021-04-26 20:40:04,55.08, , , , 
2021-04-26 20:55:04,54.93, , , , 
2021-04-26 21:10:04,54.62, , , , 
2021-04-26 21:25:04,54.54, , , , 
2021-04-26 21:40:04,54.23, , , , 
2021-04-26 21:55:04,54.16, , , , 
2021-04-26 22:10:04,53.85, , , , 
2021-04-26 22:25:04,53.77, , , , 
2021-04-26 22:40:04,53.54, , , , 
2021-04-26 22:55:04,53.46, , , , 
2021-04-26 23:10:04,53.23, , , , 
2021-04-26 23:25:04,53.08, , , , 
2021-04-26 23:40:04,52.84, , , , 
2021-04-26 23:55:04,52.69, , , , 
2021-04-27 00:10:04,52.54, , , , 
2021-04-27 00:25:04,52.30, , , , 
2021-04-27 00:40:04,52.15, , , , 
2021-04-27 00:55:04,51.92, , , , 
2021-04-27 01:10:04,51.84, , , , 
2021-04-27 01:25:04,51.69, , , , 
2021-04-27 01:40:04,51.53, , , , 
2021-04-27 01:55:04,51.45, , , , 
2021-04-27 02:10:04,51.45, , , , 
2021-04-27 02:25:04,51.22, , , , 
2021-04-27 02:40:04,51.15, , , , 
2021-04-27 02:55:04,50.99, , , , 
2021-04-27 03:10:04,50.91, , , , 
2021-04-27 03:25:04,50.76, , , , 
2021-04-27 03:40:04,50.68, , , , 
2021-04-27 03:55:04,50.53, , , , 
2021-04-27 04:10:04,50.45, , , , 
2021-04-27 04:25:04,50.45, , , , 
2021-04-27 04:40:04,50.30, , , , 
2021-04-27 04:55:04,50.22, , , , 
2021-04-27 05:10:04,50.06, , , , 
2021-04-27 05:25:04,50.06, , , , 
2021-04-27 05:40:04,49.99, , , , 
2021-04-27 05:55:04,49.91, , , , 
2021-04-27 06:10:04,49.83, , , , 
2021-04-27 06:25:04,49.76, , , , 
2021-04-27 06:40:04,49.76, , , , 
2021-04-27 06:55:04,49.68, , , , 
2021-04-27 07:10:04,49.76, , , , 
2021-04-27 07:25:04,49.76, , , , 
2021-04-27 07:40:04,49.76, , , , 
2021-04-27 07:55:04,49.76, , , , 
2021-04-27 08:10:04,49.83, , , , 
2021-04-27 08:25:04,49.83, , , , 
2021-04-27 08:40:04,49.91, , , , 
2021-04-27 08:55:04,49.99, , , , 
2021-04-27 09:10:04,50.06, , , , 
2021-04-27 09:25:04,50.14, , , , 
2021-04-27 09:40:04,50.30, , , , 
2021-04-27 09:55:04,50.45, , , , 
2021-04-27 10:10:04,50.61, , , , 
2021-04-27 10:25:04,50.61, , , , 
2021-04-27 10:40:04,50.68, , , , 
2021-04-27 10:55:04,50.68, , , , 
2021-04-27 11:10:04,50.84, , , , 
2021-04-27 11:25:04,50.99, , , , 
2021-04-27 11:40:04,51.22, , , , 
2021-04-27 11:55:04,51.45, , , , 
2021-04-27 12:10:04,51.69, , , , 
2021-04-27 12:25:04,52.15, , , , 
2021-04-27 12:40:04,52.46, , , , 
2021-04-27 12:55:04,52.84, , , , 
2021-04-27 13:10:04,53.15, , , , 
2021-04-27 13:25:04,53.46, , , , 
2021-04-27 13:40:04,53.62, , , , 
2021-04-27 13:55:04,54.08, , , , 
2021-04-27 14:10:04,54.23, , , , 
2021-04-27 14:25:04,54.62, , , , 
2021-04-27 14:40:04,55.08, , , , 
2021-04-27 14:55:04,55.39, , , , 
2021-04-27 15:10:04,55.78, , , , 
2021-04-27 15:25:04,56.01, , , , 
2021-04-27 15:40:04,56.24, , , , 
2021-04-27 15:55:04,56.40, , , , 
2021-04-27 16:10:04,56.71, , , , 
2021-04-27 16:25:04,56.86, , , , 
2021-04-27 16:40:04,56.78, , , , 
2021-04-27 16:55:04,56.63, , , , 
2021-04-27 17:10:04,56.71, , , , 
2021-04-27 17:25:04,56.47, , , , 
2021-04-27 17:40:04,56.40, , , , 
2021-04-27 17:55:04,56.32, , , , 
2021-04-27 18:10:04,56.24, , , , 
2021-04-27 18:25:04,56.24, , , , 
2021-04-27 18:40:04,56.09, , , , 
2021-04-27 18:55:04,56.01, , , , 
2021-04-27 19:10:04,55.93, , , , 
2021-04-27 19:25:04,55.86, , , , 
2021-04-27 19:40:04,55.86, , , , 
2021-04-27 19:55:04,55.70, , , , 
2021-04-27 20:10:04,55.62, , , , 
2021-04-27 20:25:04,55.55, , , , 
2021-04-27 20:40:04,55.55, , , , 
2021-04-27 20:55:04,55.47, , , , 
2021-04-27 21:10:04,55.47, , , , 
2021-04-27 21:25:04,55.39, , , , 
2021-04-27 21:40:04,55.32, , , , 
2021-04-27 21:55:04,55.16, , , , 
2021-04-27 22:10:04,55.16, , , , 
2021-04-27 22:25:04,55.16, , , , 
2021-04-27 22:40:04,55.01, , , , 
2021-04-27 22:55:04,54.78, , , , 
2021-04-27 23:10:04,54.62, , , , 
2021-04-27 23:25:04,54.54, , , , 
2021-04-27 23:40:04,54.39, , , , 
2021-04-27 23:55:04,54.31, , , , 
2021-04-28 00:10:04,54.16, , , , 
2021-04-28 00:25:04,54.08, , , , 
2021-04-28 00:40:04,54.00, , , , 
2021-04-28 00:55:04,53.85, , , , 
2021-04-28 01:10:04,53.93, , , , 
2021-04-28 01:25:04,53.77, , , , 
2021-04-28 01:40:04,53.77, , , , 
2021-04-28 01:55:04,53.77, , , , 
2021-04-28 02:10:04,53.62, , , , 
2021-04-28 02:25:04,53.62, , , , 
2021-04-28 02:40:04,53.62, , , , 
2021-04-28 02:55:04,53.62, , , , 
2021-04-28 03:10:04,53.46, , , , 
2021-04-28 03:25:04,53.46, , , , 
2021-04-28 03:40:04,53.31, , , , 
2021-04-28 03:55:04,53.08, , , , 
2021-04-28 04:10:04,53.08, , , , 
2021-04-28 04:25:04,53.23, , , , 
2021-04-28 04:40:04,53.15, , , , 
2021-04-28 04:55:04,53.08, , , , 
2021-04-28 05:10:04,53.08, , , , 
2021-04-28 05:25:04,53.08, , , , 
2021-04-28 05:40:04,52.92, , , , 
2021-04-28 05:55:04,52.84, , , , 
2021-04-28 06:10:04,52.92, , , , 
2021-04-28 06:25:04,52.92, , , , 
2021-04-28 06:40:04,52.92, , , , 
2021-04-28 06:55:04,52.92, , , , 
2021-04-28 07:10:04,53.00, , , , 
2021-04-28 07:25:04,53.00, , , , 
2021-04-28 07:40:04,53.00, , , , 
2021-04-28 07:55:04,53.08, , , , 
2021-04-28 08:10:04,53.08, , , , 
2021-04-28 08:25:04,53.15, , , , 
2021-04-28 08:40:04,53.15, , , , 
2021-04-28 08:55:04,53.15, , , , 
2021-04-28 09:10:04,53.23, , , , 
2021-04-28 09:25:04,53.23, , , , 
2021-04-28 09:40:04,53.46, , , , 
2021-04-28 09:55:04,53.77, , , , 
2021-04-28 10:10:04,54.16, , , , 
2021-04-28 10:25:04,54.62, , , , 
2021-04-28 10:40:04,55.01, , , , 
2021-04-28 10:55:04,55.55, , , , 
2021-04-28 11:10:04,55.78, , , , 
2021-04-28 11:25:04,56.24, , , , 
2021-04-28 11:40:04,56.47, , , , 
2021-04-28 11:55:04,56.86, , , , 
2021-04-28 12:10:04,57.09, , , , 
2021-04-28 12:25:04,57.40, , , , 
2021-04-28 12:40:04,57.40, , , , 
2021-04-28 12:55:04,57.48, , , , 
2021-04-28 13:10:04,57.63, , , , 
2021-04-28 13:25:04,58.02, , , , 
2021-04-28 13:40:04,58.48, , , , 
2021-04-28 13:55:04,59.10, , , , 
2021-04-28 14:10:04,59.33, , , , 
2021-04-28 14:25:04,59.72, , , , 
2021-04-28 14:40:04,60.18, , , , 
2021-04-28 14:55:04,60.57, , , , 
2021-04-28 15:10:04,60.72, , , , 
2021-04-28 15:25:04,60.88, , , , 
2021-04-28 15:40:04,60.88, , , , 
2021-04-28 15:55:04,60.95, , , , 
2021-04-28 16:10:04,60.88, , , , 
2021-04-28 16:25:04,60.64, , , , 
2021-04-28 16:40:04,60.57, , , , 
2021-04-28 16:55:04,60.57, , , , 
2021-04-28 17:10:04,60.41, , , , 
2021-04-28 17:25:04,60.41, , , , 
2021-04-28 17:40:04,60.26, , , , 
2021-04-28 17:55:04,60.18, , , , 
2021-04-28 18:10:04,60.10, , , , 
2021-04-28 18:25:04,59.95, , , , 
2021-04-28 18:40:04,59.87, , , , 
2021-04-28 18:55:04,59.87, , , , 
2021-04-28 19:10:04,59.72, , , , 
2021-04-28 19:25:04,59.56, , , , 
2021-04-28 19:40:04,59.49, , , , 
2021-04-28 19:55:04,59.25, , , , 
2021-04-28 20:10:04,59.25, , , , 
2021-04-28 20:25:04,59.10, , , , 
2021-04-28 20:40:04,59.02, , , , 
2021-04-28 20:55:04,58.79, , , , 
2021-04-28 21:10:04,58.64, , , , 
2021-04-28 21:25:04,58.56, , , , 
2021-04-28 21:40:04,58.40, , , , 
2021-04-28 21:55:04,58.25, , , , 
2021-04-28 22:10:04,58.10, , , , 
2021-04-28 22:25:04,58.02, , , , 
2021-04-28 22:40:04,57.94, , , , 
2021-04-28 22:55:04,57.79, , , , 
2021-04-28 23:10:04,57.71, , , , 
2021-04-28 23:25:04,57.40, , , , 
2021-04-28 23:40:04,57.40, , , , 
2021-04-28 23:55:04,57.32, , , , 
2021-04-29 00:10:04,57.09, , , , 
2021-04-29 00:25:04,57.01, , , , 
2021-04-29 00:40:04,56.86, , , , 
2021-04-29 00:55:04,56.78, , , , 
2021-04-29 01:10:04,56.71, , , , 
2021-04-29 01:25:04,56.71, , , , 
2021-04-29 01:40:04,56.63, , , , 
2021-04-29 01:55:04,56.63, , , , 
2021-04-29 02:10:04,56.55, , , , 
2021-04-29 02:25:04,56.47, , , , 
2021-04-29 02:40:04,56.40, , , , 
2021-04-29 02:55:04,56.32, , , , 
2021-04-29 03:10:04,56.24, , , , 
2021-04-29 03:25:04,56.17, , , , 
2021-04-29 03:40:04,56.01, , , , 
2021-04-29 03:55:04,56.01, , , , 
2021-04-29 04:10:04,55.86, , , , 
2021-04-29 04:25:04,55.70, , , , 
2021-04-29 04:40:04,55.78, , , , 
2021-04-29 04:55:04,55.70, , , , 
2021-04-29 05:10:04,55.62, , , , 
2021-04-29 05:25:04,55.39, , , , 
2021-04-29 05:40:04,55.47, , , , 
2021-04-29 05:55:04,55.39, , , , 
2021-04-29 06:10:04,55.32, , , , 
2021-04-29 06:25:04,55.24, , , , 
2021-04-29 06:40:04,55.24, , , , 
2021-04-29 06:55:04,55.16, , , , 
2021-04-29 07:10:04,55.16, , , , 
2021-04-29 07:25:04,55.24, , , , 
2021-04-29 07:40:04,55.16, , , , 
2021-04-29 07:55:04,55.39, , , , 
2021-04-29 08:10:04,55.47, , , , 
2021-04-29 08:25:04,55.62, , , , 
2021-04-29 08:40:04,55.70, , , , 
2021-04-29 08:55:04,55.70, , , , 
2021-04-29 09:10:04,55.86, , , , 
2021-04-29 09:25:04,55.93, , , , 
2021-04-29 09:40:04,55.93, , , , 
2021-04-29 09:55:04,55.86, , , , 
2021-04-29 10:10:04,55.93, , , , 
2021-04-29 10:25:04,55.93, , , , 
2021-04-29 10:40:04,56.01, , , , 
2021-04-29 10:55:04,56.09, , , , 
2021-04-29 11:10:04,56.01, , , , 
2021-04-29 11:25:04,56.09, , , , 
2021-04-29 11:40:04,56.17, , , , 
2021-04-29 11:55:04,56.09, , , , 
2021-04-29 12:10:04,56.24, , , , 
2021-04-29 12:25:04,56.32, , , , 
2021-04-29 12:40:04,56.32, , , , 
2021-04-29 12:55:04,56.40, , , , 
2021-04-29 13:10:04,56.40, , , , 
2021-04-29 13:25:04,56.40, , , , 
2021-04-29 13:40:04,56.47, , , , 
2021-04-29 13:55:04,56.40, , , , 
2021-04-29 14:10:04,56.32, , , , 
2021-04-29 14:25:04,56.24, , , , 
2021-04-29 14:40:04,56.24, , , , 
2021-04-29 14:55:04,56.17, , , , 
2021-04-29 15:10:04,55.93, , , , 
2021-04-29 15:25:04,56.09, , , , 
2021-04-29 15:40:04,56.09, , , , 
2021-04-29 15:55:04,56.09, , , , 
2021-04-29 16:10:04,56.01, , , , 
2021-04-29 16:25:04,56.01, , , , 
2021-04-29 16:40:04,55.93, , , , 
2021-04-29 16:55:04,55.93, , , , 
2021-04-29 17:10:04,55.78, , , , 
2021-04-29 17:25:04,55.62, , , , 
2021-04-29 17:40:04,55.70, , , , 
2021-04-29 17:55:04,55.62, , , , 
2021-04-29 18:10:04,55.55, , , , 
2021-04-29 18:25:04,55.47, , , , 
2021-04-29 18:40:04,55.47, , , , 
2021-04-29 18:55:04,55.39, , , , 
2021-04-29 19:10:04,55.39, , , , 
2021-04-29 19:25:04,55.24, , , , 
2021-04-29 19:40:04,55.16, , , , 
2021-04-29 19:55:04,55.01, , , , 
2021-04-29 20:10:04,54.93, , , , 
2021-04-29 20:25:04,54.85, , , , 
2021-04-29 20:40:04,54.70, , , , 
2021-04-29 20:55:04,54.54, , , , 
2021-04-29 21:10:04,54.39, , , , 
2021-04-29 21:25:04,54.39, , , , 
2021-04-29 21:40:04,54.31, , , , 
2021-04-29 21:55:04,54.39, , , , 
2021-04-29 22:10:04,54.39, , , , 
2021-04-29 22:25:04,54.31, , , , 
2021-04-29 22:40:04,54.23, , , , 
2021-04-29 22:55:04,54.16, , , , 
2021-04-29 23:10:04,54.16, , , , 
2021-04-29 23:25:04,54.16, , , , 
2021-04-29 23:40:04,54.00, , , , 
2021-04-29 23:55:04,53.85, , , , 
2021-04-30 00:10:04,53.85, , , , 
2021-04-30 00:25:04,53.69, , , , 
2021-04-30 00:40:04,53.77, , , , 
2021-04-30 00:55:04,53.69, , , , 
2021-04-30 01:10:04,53.62, , , , 
2021-04-30 01:25:04,53.62, , , , 
2021-04-30 01:40:04,53.62, , , , 
2021-04-30 01:55:04,53.62, , , , 
2021-04-30 02:10:04,53.54, , , , 
